rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams,lastfm_tags,pop_flag,album,release_date,days_since_release
22,spotify:track:0V3wPSX9ygBnCm8psDIegu,Taylor Swift,Anti-Hero,Taylor Swift,1,22,178,2488432,rock; grunge; 90s; test-tag; batch-test,False,Midnights [Clean],,
73,spotify:track:4P9Q0GojKVXpRTJCaL3kyy,Taylor Swift,All Of The Girls You Loved Before,Taylor Swift,4,81,31,1460579,lover; pop; dream pop; synthpop; rnb,True,All of the Girls You Loved Before,,
77,spotify:track:1u8c2t2Cy7UBoG4ArRcF5g,Taylor Swift,Blank Space,Taylor Swift,71,79,507,1431727,pop; love at first listen; 2014; female vocalists; best of 2014,True,1989,,
82,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,Taylor Swift,Cruel Summer,Taylor Swift,5,96,70,1399404,electropop; pop; synthpop; industrial pop; synthwave,True,Lover,,
97,spotify:track:5jQI2r1RdgtuT8S3iG8zFC,Taylor Swift,Lavender Haze,Taylor Swift,2,98,176,1317767,pop; synthpop; dream pop; overrated; electropop,True,Midnights,,
109,spotify:track:4R2kfaDFhslZEMJqAFNpdd,Taylor Swift,cardigan,Taylor Swift,1,133,133,1263639,folk pop; folk; chamber pop; singer-songwriter; indie,True,Now That's What I Call Music! Vol. 76,,
114,spotify:track:0ug5NqcwcFR2xrfTkc7k8e,Taylor Swift,Style,Taylor Swift,108,125,37,1241332,pop; synthpop; love at first listen; taylor swift; 1989,True,1989,,
120,spotify:track:1R0a2iXumgCiFb7HEZ7gUE,Taylor Swift,Don’t Blame Me,Taylor Swift,68,131,245,1213308,pop; electropop; gospel; edm; exile,True,Golden Collection,,
128,spotify:track:3sqrvkNC6IPTIXvvbx9Arw,Taylor Swift,Enchanted,Taylor Swift,46,155,101,1165693,country; pop; taylor swift; love; country pop,True,Speak Now,,
184,spotify:track:3rWDp9tBPQR9z6U5YyRSK4,Taylor Swift,Midnight Rain,Taylor Swift,4,-1,135,995331,pop; synthpop; electropop; overrated; aoty,True,Midnights [Clean],,
