rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams,lastfm_tags,pop_flag,album,release_date,days_since_release
4,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,Taylor Swift,Cruel Summer,Taylor Swift,2,4,163,4691831,electropop; pop; synthpop; industrial pop; synthwave,True,Lover,,
25,spotify:track:5kHMfzgLZP95O9NBy0ku4v,Taylor Swift,I Can See You (Taylor’s Version) (From The Vault),Taylor Swift,4,21,12,2344745,pop rock; rock; indie rock; pop; country rock,True,,,
32,spotify:track:0V3wPSX9ygBnCm8psDIegu,Taylor Swift,Anti-Hero,Taylor Swift,1,32,271,2183712,rock; grunge; 90s; test-tag; batch-test,False,Midnights [Clean],,
35,spotify:track:0ug5NqcwcFR2xrfTkc7k8e,Taylor Swift,Style,Taylor Swift,27,33,130,2137452,pop; synthpop; love at first listen; taylor swift; 1989,True,1989,,
36,spotify:track:1u8c2t2Cy7UBoG4ArRcF5g,Taylor Swift,Blank Space,Taylor Swift,25,34,600,2124444,pop; love at first listen; 2014; female vocalists; best of 2014,True,1989,,
58,spotify:track:4R2kfaDFhslZEMJqAFNpdd,Taylor Swift,cardigan,Taylor Swift,1,53,226,1777281,folk pop; folk; chamber pop; singer-songwriter; indie,True,Now That's What I Call Music! Vol. 76,,
66,spotify:track:7KokYm8cMIXCsGVmUvKtqf,Taylor Swift,Karma,Taylor Swift,8,64,145,1659396,pop; screamo; brutal death metal; metal; overrated,True,Midnights,,
77,spotify:track:3sW3oSbzsfecv9XoUdGs7h,Taylor Swift,Enchanted (Taylor's Version),Taylor Swift,3,63,12,1585658,rock; country; country rock; pop rock; magic,False,Speak Now (Taylor's Version),,
90,spotify:track:1R0a2iXumgCiFb7HEZ7gUE,Taylor Swift,Don’t Blame Me,Taylor Swift,68,86,338,1479355,pop; electropop; gospel; edm; exile,True,Golden Collection,,
95,spotify:track:79uDOz0zuuWS7HWxzMmTa2,Taylor Swift,Back To December (Taylor's Version),Taylor Swift,2,78,12,1467874,country pop; country; pop rock; pop; ballad,True,Speak Now (Taylor's Version),,
103,spotify:track:1dGr1c8CrMLDpV6mPbImSI,Taylor Swift,Lover,Taylor Swift,2,94,174,1435585,pop; country; love; indie folk; country pop,True,You Belong With Me,,
112,spotify:track:3hUxzQpSfdDqwM3ZTFQY0K,Taylor Swift,august,Taylor Swift,9,111,160,1355113,dream pop; folk; folk pop; indie pop; indie,True,folklore: the long pond studio sessions (from the Disney+ special),,
132,spotify:track:7G0gBu6nLdhFDPRLc0HdDG,Taylor Swift,Mine (Taylor's Version),Taylor Swift,1,112,12,1284576,pop rock; country pop; country; pop; country rock,True,Speak Now (Taylor's Version),,
162,spotify:track:3sqrvkNC6IPTIXvvbx9Arw,Taylor Swift,Enchanted,Taylor Swift,41,157,194,1183676,country; pop; taylor swift; love; country pop,True,Speak Now,,
187,spotify:track:0cqRj7pUJDkTCEsJkx8snD,Taylor Swift,Shake It Off,Taylor Swift,124,179,76,1119812,pop; 2014; haters gonna hate; taylor swift; love at first listen,True,1989,,
