rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams,lastfm_tags,pop_flag,album,release_date,days_since_release
5,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,Taylor Swift,Cruel Summer,Taylor Swift,2,5,170,4561534,electropop; pop; synthpop; industrial pop; synthwave,True,Lover,,
35,spotify:track:0V3wPSX9ygBnCm8psDIegu,Taylor Swift,Anti-Hero,Taylor Swift,1,36,278,2061364,rock; grunge; 90s; test-tag; batch-test,False,Midnights [Clean],,
37,spotify:track:1u8c2t2Cy7UBoG4ArRcF5g,Taylor Swift,Blank Space,Taylor Swift,25,38,607,2024630,pop; love at first listen; 2014; female vocalists; best of 2014,True,1989,,
41,spotify:track:0ug5NqcwcFR2xrfTkc7k8e,Taylor Swift,Style,Taylor Swift,27,40,137,1995108,pop; synthpop; love at first listen; taylor swift; 1989,True,1989,,
57,spotify:track:5kHMfzgLZP95O9NBy0ku4v,Taylor Swift,I Can See You (Taylor’s Version) (From The Vault),Taylor Swift,4,57,19,1806443,pop rock; rock; indie rock; pop; country rock,True,,,
58,spotify:track:4R2kfaDFhslZEMJqAFNpdd,Taylor Swift,cardigan,Taylor Swift,1,55,233,1803112,folk pop; folk; chamber pop; singer-songwriter; indie,True,Now That's What I Call Music! Vol. 76,,
78,spotify:track:7KokYm8cMIXCsGVmUvKtqf,Taylor Swift,Karma,Taylor Swift,8,76,152,1565836,pop; screamo; brutal death metal; metal; overrated,True,Midnights,,
101,spotify:track:3hUxzQpSfdDqwM3ZTFQY0K,Taylor Swift,august,Taylor Swift,9,101,167,1404295,dream pop; folk; folk pop; indie pop; indie,True,folklore: the long pond studio sessions (from the Disney+ special),,
104,spotify:track:1R0a2iXumgCiFb7HEZ7gUE,Taylor Swift,Don’t Blame Me,Taylor Swift,68,100,345,1373458,pop; electropop; gospel; edm; exile,True,Golden Collection,,
106,spotify:track:1dGr1c8CrMLDpV6mPbImSI,Taylor Swift,Lover,Taylor Swift,2,103,181,1370735,pop; country; love; indie folk; country pop,True,You Belong With Me,,
129,spotify:track:3sW3oSbzsfecv9XoUdGs7h,Taylor Swift,Enchanted (Taylor's Version),Taylor Swift,3,120,19,1257434,rock; country; country rock; pop rock; magic,False,Speak Now (Taylor's Version),,
179,spotify:track:79uDOz0zuuWS7HWxzMmTa2,Taylor Swift,Back To December (Taylor's Version),Taylor Swift,2,160,19,1119009,country pop; country; pop rock; pop; ballad,True,Speak Now (Taylor's Version),,
190,spotify:track:3sqrvkNC6IPTIXvvbx9Arw,Taylor Swift,Enchanted,Taylor Swift,41,185,200,1075319,country; pop; taylor swift; love; country pop,True,Speak Now,,
192,spotify:track:0cqRj7pUJDkTCEsJkx8snD,Taylor Swift,Shake It Off,Taylor Swift,124,190,83,1072739,pop; 2014; haters gonna hate; taylor swift; love at first listen,True,1989,,
